Title,Director,Cast,Year,Language,url,Producer,Genre,production,music,ref
Bangarada Jinke,T. S. Nagabharana,"Vishnuvardhan, Bharathi, Aarathi, Leelavathi, Sundar Raj, Lokanath",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,B. S. Somasundar,,,Vijaya Bhaskar,
Bhakta Siriyala,Hunsur Krishnamurthy,"Lokesh, Aarathi, K. S. Ashwath, Srinivasa Murthy",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Chandulal Jain,,,T. G. Lingappa,
Biligiriya Banadalli,Siddalingaiah,"Vishnuvardhan, Supriya, M. P. Shankar, Srinivasa Murthy, Jai Jagadish",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Smt. Jayadevi,,,Rajan–Nagendra,
Chitrakoota,Gowri Sundar,"Udayakumar, Kalyan Kumar, Bharathi, Balakrishna",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Sumukha Pictures,,,Mysore Ananthaswamy,
Dhairya Lakshmi,Gopu,"Ananth Nag, Lakshmi, Nagesh, Ambareesh, K. S. Ashwath",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,K. S. Ashok,,,G. K. Venkatesh,
Doddamane Estate,C. Chandrashekar,"Maanu, Pramila Joshai, Lokanath, Srilalitha",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Navaras Films,,,C. Ashwath,
Driver Hanumanthu,K. S. L. Swamy,"Shivaram, K. S. Ashwath, Thoogudeepa Srinivas, Rajeshwari, Vishnuvardhan, Ambareesh",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Rashi Brothers,,,Vijaya Bhaskar,
Ellindalo Bandavaru,P. Lankesh,"Lokesh, Suresh Heblikar, Vimala Naidu",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Navashakthi,,,Vijaya Bhaskar,
Guru Sarvabhowma Sri Raghavendra Karune,Hunsur Krishnamurthy,"Rajesh, Jamuna, B. Saroja Devi, Gangadhar",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Lakshmi Prakash Combines,,,M. Ranga Rao,
Haddina Kannu,A. V. Seshagiri Rao,"Shankar Nag, Lokesh, Srinath, Manjula",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,P. Krishnaraj,,,Satyam,
Hanthakana Sanchu,B. Kishan,"Vishnuvardhan, Aarathi, Jayamala",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,K. S. Jagannath,,,Vijaya Bhaskar,
Hrudaya Deepa,C. S. Subbarayan,"Sukumar, Ramgopal, Roopa Chakravarthy",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,C. S. Subbarayan,,,Upendra Kumar,
Hunnimeya Rathriyalli,Rajashekar,"Lokesh, Ashok, Roopa Chakravarthy",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Sri Devipriya Creations,,,Gangai Amaren,
Irulu Hagalu,K. V. Rajmohan,"Hemachandra, Haridas Chowta, Rohini, Vishwanath",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Flame Cine Enterprises,,,Vijay Kumar,
Janma Janmada Anubandha,Shankar Nag,"Shankar Nag, Ananth Nag, Jayamala, Jayanthi, Manjula",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,N. Bhaktavatsalam,,,Ilaiyaraaja,
Jari Bidda Jana,Y. R. Swamy,"Lokesh, Ashok, Jayanthi, Srinivasa Murthy",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Thirupathi Jain Films,,,T. G. Lingappa,
Kaalinga,V. Somashekhar,"Vishnuvardhan, Rati Agnihotri, Udayakumar, Vajramuni",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Srikanth Nahatha,,,Satyam,
Kadige Hodavaru,Vemagal Jagannath,"M. V. Vasudeva Rao, Chandrakumar Jain, Sundar Raj, Prema Karanth, Nalina Murthy",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Seema Creations,,,Ashwath-Vaidi,
Kappu Kola,K. Nagesh,"Ashok, Jayamala, Maanu, Rekha Rao",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Kalakunja Movies,,,Vijaya Bhaskar,
Kulla Kulli,H. R. Bhargava,"Dwarakish, Jayachitra, Tiger Prabhakar, Leelavathi",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Dwarakish Chitra,,,Rajan–Nagendra,
Makkala Sainya,Lakshmi,"Vishnuvardhan, Sumithra, Ashok, Shivaram, Baby Indira",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,P. R. Govindraj,,,M. S. Viswanathan,
Manjina There,Bangalore Nagesh,"Srinath, Manjula, Thoogudeepa Srinivas, Vajramuni",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,K. R. Narayana Murthy,,,Upendra Kumar,
Manku Thimma,H. R. Bhargava,"Dwarakish, Srinath, Manjula, Padmapriya, Maanu",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Dwarakish Chitra,,,Rajan–Nagendra,
Maria My Darling,Durai,"Kamal Haasan, Sripriya, Udaya Kumar, M. P. Shankar, Vajramuni",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,S. Madhu,,,Shankar–Ganesh,
Mayeya Musuku,B. Y. Ramdas,"Rajesh, Srilalitha, Balakrishna",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Kalashree Cine,,,T. A. Mothi,
Minchina Ota,Shankar Nag,"Shankar Nag, Ananth Nag, Priya Tendulkar, Ramesh Bhat, Lokanath",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Ananth Nag-Shankar Nag,,,Prabhakar Bhadri,
Mithuna,Mavinakere Ranganathan,"Srinath, Manjula, Thoogudeepa Srinivas, Dinesh",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Gopal Combines,,,Vijaya Bhaskar,
Moogana Sedu,B. Subba Rao,"Shankar Nag, Manjula, Udayakumar, Tiger Prabhakar",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Madhu Art Films,,,Satyam,
Mother,Vishukumar,"Nanditha Bose, Kalyan Kumar, Vaman Raj, Rekha Rao",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Vikas Enterprises,,,Vijaya Bhaskar,
Nadurathri,Rajan,"Sundar Krishna Urs, Vanichandra, T. N. Balakrishna, Thoogudeepa Srinivas, Sheela",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,N Sampath Kumar Adyanthaya,,,M. Poornachandra Rao,
Nanna Rosha Nooru Varusha,Joe Simon,"Vishnuvardhan, Padmapriya, K. S. Ashwath, Nagesh",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,P. Dhoondi,,,Satyam,
Narada Vijaya,Siddalingaiah,"Ananth Nag, Padmapriya, K. S. Ashwath, Hema Chowdhary",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,"N. Veeraswamy, Chandulal Jain, Siddalingaiah",,,Ashwath-Vaidi,
Nyaya Neethi Dharma,A. T. Raghu,"Ambareesh, Aarathi, Dwarakish, K. S. Ashwath",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,V. K. Ramesh,,,Upendra Kumar,
Ondu Hennu Aaru Kannu,V. Madhusudhana Rao,"Shankar Nag, Ananth Nag, Ambareesh, Jayalakshmi, Vijayalakshmi",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,C. H. Prakash Rao,,,S. Rajeswara Rao,
Pattanakke Banda Pathniyaru,A. V. Seshagiri Rao,"Srinath, Lokesh, Manjula, T. N. Balakrishna",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,S. D. Ankalagi,,,M. Ranga Rao,
Point Parimala,V. Somashekhar,"Manjula, Srinath, Dwarakish",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,H R Prabhakar Reddy,,,Rajan–Nagendra,
Prema Anuraga,Veeresh,"Ramakrishna, Sarala, Renuka, Gracy",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Kumar Productions,,,Veeresh,
Prema Jwala,Geethapriya,"Ananth Nag, Shantha Prakash, Asha Devi, Dheerendra Gopal",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Tumkur Chithralaya,,,M. Ranga Rao,
Rahasya Rathri,M. S. Kumar,"Vishnuvardhan, Bharathi, Prakash, Radha Ravi",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Annayya,,,Shankar–Ganesh,
Rama Lakshmana,Ravee - Shankar,"Ashok, Manjula, M. P. Shankar",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,M. P. Shankar,,,Rajan–Nagendra,
Rama Parushurama,Vijay,"Vishnuvardhan, Srinath, Manjula, Pandari Bai, Tiger Prabhakar",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Gowramma,,,Rajan–Nagendra,
Ravichandra,A. V. Seshagiri Rao,"Rajkumar, Lakshmi, Sumalatha, Savitri, Vajramuni",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Parvathamma Rajkumar,,,Upendra Kumar,
Rusthum Jodi,K. Vijayan,"Shankar Nag, Manjula, Gayathri",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,N. V. Ramaswamy,,,G. K. Venkatesh,
Simha Jodi,Joe Simon,"Vishnuvardhan, Manjula, Jai Jagadish, Tiger Prabhakar",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,A. R. Raju,,,Satyam,
Subbi Subbakka Suvvalaali,N. S. Dhananjaya,"Amrish Puri, Ambareesh, Srilalitha, Jai Jagadish, Shanthala",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Ramya Films,,,Vijaya Bhaskar,
Swamijee,Basavaraj Kesthur,"Sundar Krishna Urs, Srilalitha, Balakrishna",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Basavaraj Kesthur,,,K. P. Sukhadev,
Usha Swayamvara,C. V. Rajendran,"Manjula, Srinath, Dwarakish",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Bhoomi Chithra,,,G. K. Venkatesh,
Vajrada Jalapatha,B. Giribabu,"Ambareesh, Jayanthi, Udayakumar",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,J G Films,,,Ramesh Naidu,
Varadakshine,M. R. Vittal,"Ashok, Hema Chowdhary, Pramila Joshai, M. S. Umesh",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,Sri Subramanya Pictures,,,L. Vaidyanathan,
Vasantha Geetha,Dorai-Bhagavan,"Rajkumar, Gayathri, K. S. Ashwath, Master Lohith, Leelavathi",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,S. A. Govindaraju,,,M. Ranga Rao,
Vathsalya Patha[1],A. S. R. Rao,"Suresh Heblikar, L. V. Sharadha, Meenakshi, Devadas",1980,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1980,A. S. N. Sharma,,,"B. V. Karanth, Guna Singh",
Aalemane,Mohan Kumar,"Suresh Heblikar, Seetharam, Roopa Chakravarthi",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Ashwath-Vaidi,
Antha,Rajendra Singh Babu,"Ambareesh, Lakshmi, Leelavathi, Vajramuni",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,G. K. Venkatesh,
Anupama,Renuka Sharma,"Ananth Nag, Madhavi, M. S. Umesh",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Ashwath-Vaidi,
Avala Hejje,H. R. Bhargava,"Vishnuvardhan, Ambareesh, Lakshmi, Dwarakish",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Rajan–Nagendra,
Avali Javali,A. V. Seshagiri Rao,"Srinath, Lokesh, Manjula, Lokanath",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Satyam,
Baalu Bangara,Geethapriya,"Ashok, Srinivasa Murthy, Srilalitha, Maanu",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Vijaya Bhaskar,
Bangarada Mane,Basavaraj Kesthur,"Srinath, Ashok, Roja Ramani",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Vijaya Bhaskar,
Bhagyada Belaku,K. V. S. Kutumba Rao,"Aarathi, Maanu, Jayamala, Dheerendra Gopal",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Jayaprakash,
Bhagyavantha,B. S. Ranga,"Master Lohith, Aarathi, Jai Jagadish, Leelavathi, K. S. Ashwath",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,T. G. Lingappa,
Bhaari Bharjari Bete,Rajendra Singh Babu,"Ambareesh, Shankar Nag, Jayamala, Prabhakar",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Ilaiyaraaja,
Bhoomige Banda Bhagavantha,K. S. L. Swamy,"Lokesh, Jai Jagadish, Lakshmi, Vajramuni, Roja Ramani",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,G. K. Venkatesh,
Chadurida Chitragalu,N. T. Jayarama Reddy,"Rajesh, Aarathi, Balakrishna",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Rajan–Nagendra,
Devara Aata,V. Somashekhar,"Shankar Nag, Sulakshana, M. P. Shankar, Leelavathi",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Satyam,
Ediyooru Siddalingeshwara,Hunsur Krishnamurthy,"Lokesh, Aarathi, K. S. Ashwath, Jai Jagadish",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,T. G. Lingappa,
Etu Ediretu,Mani Murugan,"Srinath, Lakshmi, K. S. Ashwath",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Satyam,
Gaali Maathu,Dorai-Bhagavan,"Lakshmi, Kokila Mohan, Jai Jagadish, Hema Chowdhary, K. S. Ashwath",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Rajan–Nagendra,
Ganeshana Mahime,Mani Murugan,"Ashok, Aarathi, Sundar Krishna Urs, Musuri Krishnamurthy",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,M. S. Viswanathan,
Garjane,C. V. Rajendran,"Rajinikanth, Madhavi, Geetha, Jai Jagadish, Dwarakish",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Ilaiyaraaja,
Geetha,Shankar Nag,"Shankar Nag, Akshata Rao, Ramesh Bhat, K. S. Ashwath",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Ilaiyaraaja,
Grahana,T. S. Nagabharana,"Anand Paricharan, Malathi Rao, Mallika Isaak, G. K. Govinda Rao",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Vijaya Bhaskar,
Guru Shishyaru,H. R. Bhargava,"Vishnuvardhan, Manjula, Jayamalini, Dwarakish, Balakrishna, Dinesh, M. S. Umesh, Shivaram",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,K. V. Mahadevan,
Havina Hede,V. Somashekhar,"Rajkumar, Sulakshana, Dinesh",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,G. K. Venkatesh,
Hennina Sedu,Sameeulla,"Kokila Mohan, Geetha, Srinath",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Ramesh Naidu,
Jeevakke Jeeva,K. S. R. Das,"Shankar Nag, Ananth Nag, Saritha, Dwarakish",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Rajan–Nagendra,
Keralida Simha,Chi. Dattaraj,"Rajkumar, Saritha, Srinivasa Murthy",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Satyam,
Koodi Baalidare Swargasukha,Siddalingaiah,"Srinivasa Murthy, Rajyalakshmi, Loknath",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Rajan–Nagendra,
Kula Puthra,T. R. Ramanna,"Shankar Nag, Gayathri, Dwarakish, Udaykumar",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Satyam,
Leader Vishwanath,Mani Murugan,"Ambareesh, Jayanthi, K. S. Ashwath, Leelavathi",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Vijaya Bhaskar,
Maha Prachandaru,Joe Simon,"Vishnuvardhan, Ambareesh, Kumari Vinaya, Halam, Tiger Prabhakar",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Upendra Kumar,
Mane Mane Kathe,Rajachand,"Vishnuvardhan, Dwarakish, Jayachitra, Lokesh, Deepa",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Satyam,
Mareyada Haadu,R. N. Jayagopal,"Ananth Nag, Manjula, Leelavathi",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,G. K. Venkatesh,
Muniyana Madari,Dorai-Bhagavan,"Shankar Nag, Jayamala, Kokila Mohan",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Rajan–Nagendra,
Naga Kala Bhairava,Tiptur Raghu,"Vishnuvardhan, Jayanthi, Jayamala, Dheerendra Gopal",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,M. Ranga Rao,
Nee Nanna Gellalare,Vijay,"Rajkumar, Manjula, Balakrishna, K. S. Ashwath",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Ilaiyaraaja,
Prachanda Putanigalu,Geethapriya,"Ramakrishna Hegde, Bhanuprakash, Baby Indira, Dwarakish, Srilalitha",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Upendra Kumar,
Preethisi Nodu,Geethapriya,"Vishnuvardhan, Aarathi, Srinivasa Murthy",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Vijaya Bhaskar,
Premanubhandha,R. Ramamurthy,"Srinath, Manjula, Manorama, K. Vijaya",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Rajan–Nagendra,
Ranganayaki,Puttanna Kanagal,"Ambareesh, Aarathi, Ramakrishna, Ashok",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,M. Ranga Rao,
Sangeetha,Chandrashekhara Kambara,"Lokesh, Jayamala, Maanu, Pramila Joshai",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Chandrashekhara Kambara,
Shikari,C. R. Simha,"Srinath, Manjula, Leelavathi, Vajramuni",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Ilayaraja,
Simhada Mari Sainya,Rajendra Singh Babu,"Arjun Sarja, Baby Rekha, Bhanuprakash, Jayanthi",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Satyam,
Snehitara Savaal,K. S. R. Das,"Ambareesh, Vishnuvardhan, Manjula, K. S. Ashwath, Tiger Prabhakar",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Satyam,
Sri Raghavendra Vaibhava,Babu Krishnamurthy,"Srinath, Chandrakala, Ramanamurthy",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Chittibabu,
Swapna,Dasari Narayana Rao,Swapna,1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Satyam,
Thayiya Madilalli[1],B. Subba Rao,"Ashok, Aarathi, Balakrishna, Leelavathi",1981,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1981,,,,Satyam,
Adhrustavanta,Rajachandra,"Dwarakish, Lokesh, Sulakshana, Srinath",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,K. Chakravarthy,
Ajith,V. Somashekar,"Ambareesh, Jayamala, Jai Jagadish, Tiger Prabhakar",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,Satyam,
Amara Madhura Prema,P. R. Ramadas Naidu,"Suresh Heblikar, Kashinath, Shoba, Padmashree, Ramesh Bhat",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,L. Vaidyanathan,
Andada Aramane,V. Somashekar,"Ananth Nag, Varnashree, Sundar Krishna Urs, Jai Jagadish",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,Upendra Kumar,
Antharala,Suresh Heblikar,"Suresh Heblikar, Mamatha Rao, Ramesh Bhat, Sundar Krishna Urs",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,L. Vaidyanathan,
Archana,Mani Murugan,"Aarathi, Ashok, Lokesh, Rajanand",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,Rajan–Nagendra,
Baadada Hoo,K. V. Jayaram,"Ananth Nag, Padmapriya, K. S. Ashwath",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,Ashwath- Vaidi,
Bara,M. S. Sathyu,"Ananth Nag, C. R. Simha, Nitin Sethi, Loveleen Madhu",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,Mysore Ananthaswamy,
Bhakta Gnanadeva,Hunsur Krishnamurthy,"Jayanthi, Ramakrishna, Srinivasa Murthy",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,G. K. Venkatesh,
Benki Chendu,Mani Murugan,"Shankar Nag, Manjula, Vijaya Geetha, Sundar Krishna Urs, K. S. Ashwath",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,Mysore Mohan,
Chalisuva Modagalu,Singeetham Srinivasa Rao,"Rajkumar, Ambika, Saritha, K. S. Ashwath, Master Lohith",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,Rajan–Nagendra,
Chellida Raktha,B. Subba Rao,"Ashok, Tiger Prabhakar, Manjula, Ramakrishna, Udayakumar",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,Satyam,
Dharma Dari Thappithu,B. Giribabu,"Srinath, Shankar Nag, Jayanthi",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,Ramesh Naidu,
Garuda Rekhe,P. S. Prakash,"Srinath, Ambika, Madhavi, Tiger Prabhakar, Vajramuni",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,Satyam,
Guna Nodi Hennu Kodu,A. V. Sheshagiri Rao,"Srinath, Manjula, Jai Jagadish",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,M. Ranga Rao,
Haalu Jenu,Singeetham Srinivasa Rao,"Rajkumar, Madhavi, Roopa Devi",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,G. K. Venkatesh,
Hasyaratna Ramakrishna,B. S. Ranga,"Ananth Nag, Srinath, Aarathi",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,T. G. Lingappa,
Hosa Belaku,Dorai–Bhagavan,"Rajkumar, Saritha, K. S. Ashwath, Srinivasa Murthy",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,M. Ranga Rao,
Jimmy Gallu,Ravee,"Vishnuvardhan, Sripriya, Lokesh",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,Vijaya Bhaskar,
Kalasapurada Hudugaru,V. L. Acharya,"M. V. Vasudeva Rao, Sadashiva Brahmavar, Somashekar, Pramila Joshai",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,M. Ranga Rao,
Kampana,V. Rajan,"Vittal Kumar, Aparna Narang, D. K. Rajashekar, V. V. Sridhar",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,Shyam,
Kannu Theresida Hennu,Mani Murugan,"Ashok, Aarathi, Tiger Prabhakar",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,M. Ranga Rao,
Karmika Kallanalla,K. S. R. Das,"Vishnuvardhan, Shankar Nag, Aarathi, Dwarakish, Balakrishna, Dinesh, M. S. Umesh, Shivaram",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,K. V. Mahadevan,
Khadeema Kallaru,Vijay,"Ambareesh, V. Ravichandran, Tiger Prabhakar, Jayamala",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,Shankar–Ganesh,
Maanasa Sarovara,Puttanna Kanagal,"Srinath, Ramakrishna, Padma Vasanthi, Jai Jagadish, Chandrashekhar",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,Vijaya Bhaskar,
Mullina Gulabi,Vijay,"Ananth Nag, Aarathi, Roopa, Jai Jagadish, Tiger Prabhakar, Dinesh",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,Satyam,
Nanna Devaru,B. Mallesh,"Ananth Nag, Sujatha, Tiger Prabhakar, Vajramuni",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,Rajan–Nagendra,
Nyaya Ellide,S. A. Chandrasekhar,"Shankar Nag, Aarathi, Tiger Prabhakar",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,K. Chakravarthy,
Oorige Upakari,Joe Simon,"Vishnuvardhan, Padmapriya",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,Satyam,
Parajitha,Siddalingaiah,"Jai Jagadish, Aarathi, Srinivasa Murthy",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,Rajan–Nagendra,
Pedda Gedda,H. R. Bhargava,"Dwarakish, Vishnuvardhan, Aarathi, Kanchana",1982,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_1982,,,,K. V. Mahadevan,
