Title,Director,Cast,Year,Language,url,Producer,Genre,production,music,release,ref
Chithirame Solladi,Gourishankar,"Cool Suresh, Gopika Nair, Mahanadi Shankar",2020,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2020,,,MGS Productions,,,[90]
Chiyangal,Vaigarai Balan,"Karikalan, Risha, Nalinikanth",2020,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2020,,,KL Productions,,,[91]
Enakku Onnu Therinjaakanum,K. S. Saravanan,"Kiran, Meghana, Viji Chandrasekhar",2020,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2020,,,Enjoy Creators,,,
Manthira Palagai,R. Sampath,"R. Sampath, Gayathri",2020,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2020,,,Sivasankari Movie Makers,,,[92]
Ooratchi Ondriyam,K. M. Krishnamurthy,"Sridhar, Thamali, R. Sundarrajan",2020,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2020,,,Pandimuni Pictures,,,
Oru Pakka Kathai,Balaji Tharaneetharan,"Kalidas Jayaram, Megha Akash, Jeeva Ravi",2020,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2020,,,Vasans Visual Ventures,,,[93]
Thappa Yosikadheenga,Sulthaans,"S. P. Raja, Jyothisha",2020,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2020,,,Niranjana Productions,,,[94]
Thoonga Kangal,T. Vinu,"T. Vinu, Durai Sudhakar, George Maryan",2020,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2020,,,Vetri Films,,,
Time Up,Manu Parthepan,"Rajendran, Manu Parthepan, Monica Chinnakotla",2020,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2020,,,Kalai Cinemas,,,[95]
Uyirkkodi,R. P. Ravi,"R. P. Ravi, Anjana Naksathra",2020,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2020,,,Jayakkodi Pictures,,,
Vaanga Padam Paarkalam,K. S. Nesamanavan,"GG, Kamali, Livingston",2020,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2020,,,SSP Arts Movies,,,[96]
,,,2020,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2020,,,,,,
Aathikka Varkkam,Bagavathy Bala,"Bagavathy Bala, Brintha Ravi, Nagma",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,S Films,,,
Pei Irukka Bayamen,Kaarthieswaran,"Kaarthieswaran, Gayatri Rema, Muthukaalai",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Thilaka Arts,,,[15]
Kulasekara Pattinam,Aalwan,"James, Sreedevi, Aalwan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,James International Films,,,
Maara,Dhilip Kumar,"Madhavan, Shraddha Srinath, Sshivada",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Pramod Films,,,[16]
Pachaikili,Sri Sai MK Selvam,"Gypsy Rajkumar, Hema, Babu",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,LK Productions,,,[17]
V,Davinci Saravanan,"Raaghav, Luthiya, Sabitha Anand",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,True Soul Pictures,,,[18]
Master,Lokesh Kanagaraj,"Vijay, Vijay Sethupathi, Malavika Mohanan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,XB Film Creators,,,[19]
Bhoomi,Lakshman,"Jayam Ravi, Nidhhi Agerwal, Ronit Roy",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Home Movie Makers,,,[20]
Eeswaran,Suseenthiran,"Silambarasan, Nidhhi Agerwal, Nandita Swetha",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Madhav Media,,,[21]
Pulikkuthi Pandi,M. Muthaiah,"Vikram Prabhu, Lakshmi Menon, Samuthirakani",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Sun Entertainment,,,[22]
E P KO 306,Sai,"Thara Palanivel, Cheenu Mohan, Sai,",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Sai Pictures,,,
Enga Ooru Pookari,Vasatha Saker,"Vasatha Saker, Prakash Shanmugam",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Sri Rengaraj Talkies,,,
Kabadadaari,Pradeep Krishnamoorthy,"Sibi Sathyaraj, Nandita Swetha, Nassar",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Creative Entertainers and Distributors,,,[23]
Keelakadu,Satyamoorthi Jeyaguru,"Ajay Karthik, Suresh, Suganya",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Sathiya Sutha Creations,,,
Kook Giramam,K. Raman,"Shiva, Anitha Selvaraj",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,SLB Movies,,,
Sencholai,Farook,Farook,2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Farook Films,,,
Aatkal Thevai,Sakthi Sivan,"Sakthi Sivan, Eeasan Natarajan, Mime Gopi",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,A4S Cinemas,,,[24]
Chidambaram Railway Gate,Sivabalan,"Anbu Mayilsamy, Mahendran, Neeraja, Gayatri Rema",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Crown Pictures,,,[25]
Kalathil Santhippom,N. Rajasekhar,"Jiiva, Arulnithi, Manjima Mohan, Priya Bhavani Shankar",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Super Good Films,,,[26]
Trip,Dennis Manjunath,"Yogi Babu, Sunainaa, Rajendran, Karunakaran",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Sai Film Studios,,,[27]
C/o Kaadhal,Hemambar Jasti,"Vetri, Mumtaz Sorcar, Diphan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Shri Shirdi Sai Movies,,,[28]
Idhu Vibathu Paghuthi,Vijay Thirumoolam,"Sasi, Anu Krishna, Thennavan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Rekha Movies,,,[29]
Kasa Kasaa,Tamil Sudar,"Sampath Ram, Saivinoth, Rajesh, Praveen",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Sudarnila Creations,,,
Kutty Story,Four directors,"Vijay Sethupathi, Gautham Vasudev Menon, Varun",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Vel Films International,,,[30]
Naanum Single Thaan,R. Gopi,"Dinesh, Deepti Sati, Rajendran, Manobala",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Three is a Company Production,,,[31]
Parris Jeyaraj,K. Johnson,"Santhanam, Anaika Soti, Prudhvi Raj, Rajendran",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Lark Studios,,,[32]
Aangal Jakiradhai,K. S. Muthu Manoharan,"Muruganandham, Gemini Raakava, Sangeetha",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Gemini Cinemas,,,
Chakra,M. S. Anandan,"Vishal, Shraddha Srinath, Regina Cassandra",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Vishal Film Factory,,,[33]
Kamali From Nadukkaveri,Rajasekar Duraiswamy,"Anandhi, Rohit Suresh Saraf, Azhagam Perumal",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Abbundu Studios,,,[34]
Loka,D. S. Divakar,"Yogenthra, Akshatha Madhav, Crane Manohar",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,JPS Cine Max,,,[35]
Pazhagiya Naatkal,Ramdev,"Meeran, Meghana, Srinath, Nellai Siva",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Ramdev Pictures,,,[36]
Sillu Vandugal,Suresh K. Vengidi,"TK Narayanan, Arunachalam, Santhoshraja",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Saranya 3D Screens,,,
Calls,J. Sabarish,"V. J. Chitra, Vinodhini, Devadarshini, R. Sundarrajan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Infinite Pictures,,,[37]
Centha,Sagayanathan,"Deepa Umapathy, Sri Mahesh, Chaams",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Sri Chithra Pournami Films,,,[38]
Chennayil Oda Oda,Sanjeevi,"Gurumuruga, Kasi Vishwanathan, Kannan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Vishnu Movie Makers,,,
Paathi Unakku Paathi Enakku,M. A. Vijayakumar,"Aryan, Saravanan, Swati, Divyasri",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,White Box Production,,,
Sangathalaivan,Manimaran,"Samuthirakani, Ramya Subramanian, Sunu Lakshmi",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Grass Root Film Company,,,[39]
Sariya Thavara,S. Savarimuthu,"Savarimuthu, Kadhal Sukumar, Bonda Mani",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,PSA Thirai Kalanchiyam,,,
Vettai Naai,S. Jai Shankar,"R. K. Suresh, Ramki, Subiksha",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Surabi Pictures,,,[40]
Aelay,Halitha Shameem,"Samuthirakani, Manikandan, Madhumathi",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,YNOT Studios,,,[41]
Anbirkiniyal,Gokul,"Arun Pandian, Keerthi Pandian, Praveen Raja",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,A & P Groups,,,[42]
Dola,Aadhi Chandran,"Rishi Rithvik, Prerna Khanna",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Joker's Creation,,,
Mirugaa,J. Parthiban,"Srikanth, Raai Laxmi, Dev Gill",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Jaguar Studios,,,[43]
Nenjam Marappathillai,Selvaraghavan,"S. J. Suryah, Regina Cassandra, Nandita Swetha",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Escape Artists Motion Pictures,,,[44]
Oru Kudaikul,K. L. Udhya Kumar,"Ananth Nag, Meghna, Nirosha",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,ASS Cine Creations,,,[45]
Seithi Thaal,Punch Bharath,"Punch Bharath, Sathan, Yogi, Najeer",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Taken Entertainment,,,
Aadhangam,Jayakaran,"Appukutty, Bala Singh, Karate Raja",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,AM Arts,,,
Boom Boom Kaalai,K. P. Velmurugan,"Kevin, Saara Deva, Appukutty",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Oliemar Cinemas,,,[46]
Ganesapuram,Veerangan,"Chinna, Risha Haridas, Florent Pereira",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Sanjay Sham Pictures,,,[47]
Teddy,Shakti Soundar Rajan,"Arya, Sayyeshaa, Magizh Thirumeni",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Studio Green,,,[48]
Theethum Nandrum,Rasu Ranjith,"Rasu Ranjith, Aparna Balamurali, Lijomol Jose",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,NH Hari Silverscreens,,,[49]
Kadampari,Arul,"Arul, Kaashima Rafi, Akila Narayanan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Aromaa Studios,,,[50]
Meendum Yathra,Murugan,"Murugan, Amala",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Sri Saai Lakshmi Pictures,,,
Michaelpatty Raja,Francis,"Nikesh Ram, Perlene Bhesania, Rajendran",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Spellbound Films,,,[51]
Namma Oorukku Ennadhan Achu,Nel Senthil Kumar,"Mahendran, Miyasree Sowmya, Appukutty",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,GS Arts,,,[52]
Thaen,Ganesh Vinayakan,"Tharun, Abarnathi, Aruldoss",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,AP Productions,,,[53]
Irai Thedal,K. S. Karthik,"Krishnajith, Sanuja Somanath, Supriya Ravi",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Kanda Films,,,
Engada Iruthinga Ivvalavu Naala,Kevin,"Akhil, Ishaara Nair, Yogi Babu",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Nila Promotes,,,[54]
Ennathaan Un Kathai,John,"John, Thilija, Telephone Raj",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Try Creations,,,
Kaadan,Prabhu Solomon,"Rana Daggubati, Vishnu Vishal, Zoya Hussain",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Eros International,,,[55]
Roommate,Vasanth Nagarajan,"Naren, Sowmya, Vishwa",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Sivasai Movies,,,[56]
Thodakkam,Mari Karunanidhi,Mari Karunanidhi,2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Nithitha Thiraikalam,,,
,,,2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,,,,
Call Taxi,Pa. Pandian,"Santhosh Saravanan, Ashwini Chandrasekhar, Rajendran, Madhan Bob",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,KT Combines,,,[57]
Manja Satta Pacha Satta,Thambakutty,"Guru Somasundaram, Lanza del Vasto, Shivashankar",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Chinnasamy Cine Creations,,,[58]
Sulthan,Bakkiyaraj Kannan,"Karthi, Rashmika Mandanna, Napoleon, Lal",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Dream Warrior Pictures,,,[59]
Mandela,Madonne Ashwin,"Yogi Babu, Sheela Rajkumar, Sangili Murugan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,YNOT Studios,,,[60]
Karnan,Mari Selvaraj,"Dhanush, Lal, Rajisha Vijayan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,V Creations,,,[61]
Sarbath,Prabhakaran,"Kathir, Rahasya Gorak, Soori",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,7 Screen Studio,,,[62]
Mathil,Mithran Jawahar,"K. S. Ravikumar, Shanjith, Mime Gopi",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,S S Group,,,[63]
Paramapadham Vilayattu,K. Thirugnanam,"Trisha, Nandha, Richard, Vijay Varmaa",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,24HRS Productions,,,[64]
Chasing,K. Veerakumar,"Varalaxmi Sarathkumar, Bala Saravanan, Imman Annachi",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Asia Sin Media,,,[65]
Munna,Sangai Kumaresan,"Sangai Kumaresan, Kennedy, Niyah Krishna",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Sri Thillai Eesan Pictures,,,[66]
Vanakkam Da Mappillai,M. Rajesh,"G. V. Prakash Kumar, Amritha Aiyer, Daniel Annie Pope",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Sun Entertainment,,,[67]
Nayae Peyae,Sakthi Vasan,"Dinesh Kumar, Aishwarya, Aadukalam Murugadoss",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Cutting Votting Studios,,,[68]
Papillon,Aaru Raja,"Aaru Raja, Sowmya, Kalloori Vinoth",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Blooming Art Studios,,,[69]
Malaysia to Amnesia,Radha Mohan,"Vaibhav, Vani Bhojan, Riya Suman, M. S. Bhaskar",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,ZEE5,,,[70]
Jagame Thandhiram,Karthik Subbaraj,"Dhanush, James Cosmo, Joju George, Aishwarya Lekshmi",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,YNOT Studios,,,[71]
Methagu,T. Kittu,"Kutti Mani, Lizzie Antony, Rajasekar",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Tamil Eela Thirakkalam,,,[72]
Maadathy,Leena Manimekalai,"Semmalar Annam, Ajmina Kassim, Arul Kumar, Patrick Raj",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Karuvachy Films,,,[73]
Vellai Yaanai,Subramaniam Siva,"Samuthirakani, Yogi Babu, Athmiya Rajan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Sun Entertainment,,,[74]
Vaazhl,Arun Prabu Purushothaman,"Pradeep Anthony, TJ Bhanu, Diva Dhawan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Sivakarthikeyan Productions,,,[75]
Sarpatta Parambarai,Pa. Ranjith,"Arya, Dushara Vijayan, Pasupathy, Kalaiyarasan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Neelam Productions,,,[76]
Thittam Irandu,Vignesh Karthick,"Aishwarya Rajesh, Pavel Navageethan, Gokul Anand",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Sixer Entertainment,,,[77]
Sennai,Jaikumar Sethuraman,"Semmalar Annam, Bava Chelladurai, Gokila",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Enso Pictures,,,[78]
Netrikann,Milind Rau,"Nayanthara, Ajmal Ameer, Manikandan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Rowdy Pictures,,,[79]
Boomika,Rathindran R. Prasad,"Aishwarya Rajesh, Avantika Vandanapu, Pavel Navageethan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Stone Bench Films,,,[80]
Kasada Thapara,Chimbu Deven,"Sundeep Kishan, Harish Kalyan, Venkat Prabhu",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Black Ticket Company,,,[81]
Ashvamithra,Earthling Koushalya,"Harish Uthaman, Tareetha, Maheswari Arunagiri",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Accessible Horizon Films,,,[82]
Alpha Adimai,Jinovi,"Vinod Varma, Arun Nagaraj, Kalki",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Arunaajadaa Pictures,,,[83]
Devadas Brothers,Janakiraman,"Dhruvva, Sanchita Shetty, Shilpa Manjunath",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Etcetera Entertainment,,,[84]
Laabam,S. P. Jananathan,"Vijay Sethupathi, Shruti Haasan, Jagapathi Babu",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Vijay Sethupathi Productions,,,[85]
Dikkiloona,Karthik Yogi,"Santhanam, Anagha, Shirin Kanchwala",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,KJR Studios,,,[86]
Thalaivii,A. L. Vijay,"Kangana Ranaut, Arvind Swamy, Samuthirakani",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Zee Studios,,,[87]
Tughlaq Durbar,Delhi Prasad Deenadayal,"Vijay Sethupathi, Raashi Khanna, Parthiban",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Seven Screen Studio,,,[88]
Iruvar Ullam,G. Ramesh,"Vinay Rai, Payal Rajput, Archanna Guptaa",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,MSK Film Production,,,
Annabelle Sethupathi,Deepak Sundarrajan,"Vijay Sethupathi, Taapsee Pannu, Radhika Sarathkumar",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Passion Studios,,,[89]
Friendship,John Paul Raj-Sham Surya,"Arjun, Harbhajan Singh, Losliya Mariyanesan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Seantoaa Films,,,[90]
Kodiyil Oruvan,Ananda Krishnan,"Vijay Antony, Aathmika, Divya Prabha",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Infiniti Film Ventures,,,[91]
Choo Mandhirakaali,Eswar Kotravai,"Karthikeyan Velu, Sanjana Burli, Kishore Dev",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,"Annam Medias, A. Sarkunam",,,[92]
Chinnanjiru Kiliye,Sabarinathan,"Senthil Nathan, Sandra Nair, Kulappulli Leela",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Senbha Creations,,,[93]
Cinderella,Vinoo Venketesh,"Raai Laxmi, Sakshi Agarwal, Robo Shankar",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,SSI Productions,,,[94]
Naduvan,Sharran Kumar,"Bharath, Aparna Vinod, Gokul Anand",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Cue Entertainment,,,[95]
Pei Mama,Sakthi Chidambaram,"Yogi Babu, Rajendran, Malavika Menon",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Bakiya Cinemass,,,[96]
Pirar Thara Vaaraa,A. R. Kamaraj,"A. R. Kamaraj, Sampath Ram, Rudran",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,ARK Creations,,,
Raame Aandalum Raavane Aandalum,Arisil Moorthy,"Mithun Manickam, Ramya Pandian, Vani Bhojan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,2D Entertainment,,,[97]
Veerapuram 220,B. Senthil Kumar,"Mahesh, Amira Varma, Meghna",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Subham Cine Creations,,,[98]
Sivakumarin Sabadham,Hiphop Tamizha Aadhi,"Hiphop Tamizha Aadhi, Madhuri Jain",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Sathya Jyothi Films,,,[99]
Lift,Vineeth Varaprasad,"Kavin, Amritha Aiyer",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Ekaa Entertainment,,,[100]
Rudra Thandavam,Mohan G.,"Richard, Gautham Vasudev Menon, Dharsha Gupta",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,GM Film Corporation,,,[101]
Endraavathu Oru Naal,Vetri Duraisamy,"Vidharth, Remya Nambeeshan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,The Theatre People,,,[102]
Agaligai,C. Prabhakaran,"Felina, Praveen, Mani, Simon",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,SPK Productions,,,
Appathava Aattaya Pottutanga,N. Stephen Rangaraj,"Chandrahasan, Sheela, Ilavarasu, Delhi Ganesh",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,GB Studio Films,,,[103]
Dham Dhum Kalyanam,A. Madasaamy,"Mohan Raj, Vijayalakshmi",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Sri Santha Durgai Amman Movies,,,
Mughizh,Karthik Swaminathan,"Vijay Sethupathi, Regina Cassandra, Sreeja",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Vijay Sethupathi Productions,,,[104]
Doctor,Nelson Dilipkumar,"Sivakarthikeyan, Priyanka Mohan, Vinay Rai",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Sivakarthikeyan Productions,,,[105]
Vinodhaya Sitham,Samuthirakani,"Thambi Ramaiah, Samuthirakani, Deepak Dinkar",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,ZEE5,,,[106]
Aranmanai 3,Sundar C,"Sundar C, Arya, Raashi Khanna, Andrea Jeremiah",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Avni Cinemax,,,[107]
Udanpirappe,Era. Saravanan,"Jyothika, M. Sasikumar, Samuthirakani",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,2D Entertainment,,,[108]
Agadu,Suresh Kumar,"John Vijay, Anjali Nair, Siddharth",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Shoundaryan Pictures,,,[109]
Filter Gold,Vijayabaskar,"Vijayabaskar, Dora Sree",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Survival Pictures,,,[110]
Insha Allah,Bhaskaran,"Mogli Mohan, Menaka",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Nesam Entertainment,,,[111]
Kaayam,A. Tamilselvan,"Seran Raj, Anisha, Saravanan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Mara Movies,,,
Kattam Solludhu,S. G. Ezhilan,"S. G. Ezhilan, Deepa Shankar, Thidiyan",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Ganesan Productions,,,[112]
Naruvi,Raja Muralidharan,"Chella, Anamika, Imman Annachi",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Muruga Films,,,
Oh Manapenne!,Kaarthikk Sundar,"Harish Kalyan, Priya Bhavani Shankar, Venu Arvind",2021,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_2021,,,Madhav Media,,,[113]
